id,name,website,address,city,state,phone
1908,CrossFit Winnipeg,http://www.crossfitwinnipeg.com,739 Lagimodiere Blvd,Winnipeg,MB,(204) 283-9256
1909,CrossFit United,http://www.crossfit-united.com,1107 E Broadway,Columbia,MO,(573) 673-1777
1910,CrossFit Basel,http://www.crossfitbasel.ch,Frankfurt-Strasse 36,Münchenstein,,41787211287
1911,CrossFit MSP,http://www.crossfitmsp.com,7600 West 27th Street #201,St. Louis Park,MN,(612) 875-6008
1912,CrossFit Grand Strand,http://www.crossfitgrandstrand.com,201 E. Cox Ferry Rd,Conway,SC,(843) 240-4248
1913,CrossFit France,http://crossfitfrance.unblog.fr/,16 Ave Jean Monnet,VILLEPARISIS,Ile de France,(062) 388-4465
1914,Coastal CrossFit Queensland,http://www.coastalcrossfit.com.au,32 Lapoinya Cres,Warana,QLD,(042) 270-4086
1915,Crossfit Survival,http://www.crossfitsurvival.com,10437 Eldora Avenue,Sunland,CA,(818) 726-5214
1916,CrossFit Downey,http://www.crossfitdowney.com/www.CrossFitDowney.com/Home.html,8232 Firestone Blvd,Downey,CA,(562) 502-7677
1917,CrossFit Local,http://crossfitlocal.com,"7401 Rex Road, Unit 105-B",Chapel Hill,NC,(919) 912-9348
1918,CrossFit Vida Brickell,http://www.crossfitvidabrickell.net/,1395 Brickell Avenue,Miami,FL,(305) 962-9175
1919,CrossFit Dublin,http://www.crossfitdublin.ie/,22a Brookfield Ave,Blackrock,Co. Dublin,00353 851599410
1920,CrossFit Aalborg,http://www.CrossFitAalborg.dk,"Gasvoerksvej 30, 9000",Aalborg,Nordjylland,28979349
1921,CrossFit Tampere,http://www.crossfittampere.com,Lokomonkatu 25 D,Tampere,L_nsi-Suomi,+358449671171
1922,CrossFit Solus,http://Crossfitsolus.com,"2001 Skyline Drive
Suite D400",Sherman,TX,(903) 267-1121
1923,CrossFit Gordon,http://www.crossfitgordon.com,695 Whitney Road,Fairport,NY,(585) 737-3316
1924,CrossFit Liberation,http://www.crossfitliberation.com/,"9000 Lorton Station Blvd, Suite M",Lorton,VA,(703) 408-7997
1925,CrossFit St Marys,http://crossfitstmarys.blogspot.com/,Unit 4a Gallipoli Street,St Marys,NSW,(040) 990-0654
1926,CrossFit Montpellier,http://www.crossfitmontpellier.fr/,"Bat 3, Chemin du Rieucoulon",St Jean de Vedas,H_rault,+33698205357
1927,Feral CrossFit,http://feral-crossfit.com,165 High Rock Ave.,Saratoga Springs,NY,(914) 462-1290
1928,CrossFit Boom,http://www.crossfitboom.com/,7501 S Hwy 287 Suite D-2,Arlington,TX,(214) 499-3560
1929,DogTown CrossFit,http://www.dogtowncrossfit.com/,2890 La Cienega,Culver City,CA,(310) 871-7048
1930,Ballantyne YMCA CrossFit,http://www.ymcacharlotte.org/morrison/programs/fitwellness/crossfit.aspx,9405 Bryant Farms Road,Charlotte,NC,(704) 716-4691
1931,CrossFit Summerside,http://www.crossfitsummerside.com,50 Aerospace Blvd.,Summerside,PE,(902) 394-2484
1932,CrossFit Transformation,http://crossfittransformation.com/,29610 Calahan Road,Roseville,MI,(313) 492-7555
1933,Citizen CrossFit,http://citizencrossfit.com/,2969 E. Coronado,Anaheim,CA,(714) 336-5588
1934,CrossFit Brossard,http://www.crossfitbrossard.com,3805 rue isabelle,Brossard,QC,(514) 713-0614
1935,Maxability Sports and CrossFit,http://www.maxability.net,111 Midtown Bridge Approach,Hackensack,NJ,(551) 404-4294
1936,CrossFit Paradise,http://www.crossfitparadise.com.au,21/39 Corporation Ct,Tweed Heads,NSW,(040) 409-1335
1937,CrossFit Brink,,13425 SW 131 Street,Miami,FL,(786) 246-9770
1938,CrossFit Suwanee,http://www.ssasports.com/crossfit,3640 Burnette Rd,Suwanee,GA,(678) 541-0177
1939,CrossFit X-treme Athletics,,438 Auzerais Avenue,San Jose,CA,(408) 836-2169
1940,CrossFit Old South,http://www.crossfitoldsouth.tumblr.com,1144 Riverside Dr. Unit B,Columbia,TN,(615) 477-4805
1941,South SinCity CrossFit,http://sincitycrossfitsouth.com/,2550 Anthem Village Parkway,Henderson,NV,(702) 418-6129
1942,CrossFit Modig,http://www.crossfitmodig.com/,"8677 South Quebec Street, Suite C",Highlands Ranch,CO,(720) 202-6283
1943,MidCoast Crossfit,http://www.midcoastcrossfit.com,"39 Ragged Road Road, Unit 2",Old Saybrook,CT,(860) 853-8028
1944,CrossFit FitFactory,http://www.fitfactorypt.com.au New site to be developed,Cnr Coff and Gordon Streets,Coffs Harbour,NSW,(041) 226-6487
1945,CrossFit O'Fallon,http://www.crossfitofallonmo.com/,802 Midpoint Drive,O'Fallon,MO,(636) 544-1542
1946,Whaling City CrossFit,http://whalingcitycrossfit.com/,475 Church Street,New Bedford,MA,(508) 207-3965
1947,CrossFit Hamar,http://www.crossfithamar.blogspot.com,"Íþróttafélagið Þór, Hamri við Skarðshlíð",Akureyri,Eyjafj_r_ur,(354) 690-5209
1948,Chesterfield CrossFit,http://crossfitchesterfield.com/,"291 Chesterfield Mall
Lower Level, Suite 264",Chesterfield,MO,(314) 677-7000
1949,Crossfit Pandora's Box,http://www.CrossFitpandorasbox.com,4839 Northpark Drive,Colorado springs,CO,(865) 360-0229
1950,CrossFit Ringwood,http://crossfitringwood.com/,Factory 1/ 44 Charter St,Ringwood,VIC,61402029666
1951,CrossFit of the Ozarks,http://www.crossfitoftheozarks.com,2075 James River Ct,Nixa,MO,(417) 848-8957
1952,CrossFit Osterbro,http://www.crossfitosterbro.dk,Jagtvej 217,Copenhagen,Denmark,4520577880
1953,Paradigm CrossFit,http://www.paradigmcrossfit.com/index.php,"1344 University Ave, Suite 5000",Rochester,NY,(408) 460-2609
1954,CrossFit Balance,http://www.crossfitbalance.com,"1111 14th Street, NW",Washington,DC,(908) 246-7840
1955,CrossFit of Locust Grove,http://www.crossfitoflocustgrove.com,116 Park 42 Drive Suite D,Locust Grove,GA,(404) 516-1465
1956,CrossFit White Rock,http://www.crossfitwhiterock.com,"5815 Live Oaks Street, Suite 104",Dallas,TX,(206) 914-6686
1957,CrossFit Fort Vancouver,http://www.crossfitvancouverwa.com,"223 E Reserve St, Unit FG",Vancouver,WA,(541) 993-3326
1958,CrossFit Attain,,13 Unity Rd. W,Caledonia,ON,(905) 912-2926
1959,CrossFit CenCal,http://www.CrossFitCenCal.com,9937 Lower Sacramento Rd,Stockton,CA,(209) 986-1426
1960,CrossFit Hood River,http://www.crossfithoodriver.com,1816 Belmont Avenue,Hood River,OR,(971) 998-3041
1961,CrossFit Epoch,http://www.crossfitepoch.com/,7th Avenue South,Saint Cloud,MN,(320) 292-0301
1962,Ross Valley CrossFit,http://rossvalleycrossfit.com/,34 Greenfield Avenue,San Anselmo,CA,(415) 297-3656
1963,CrossFit Essentials,http://crossfitessentials.com/,177 Kendra Drive,McDonough,GA,(404) 372-4973
1964,CrossFit Gulf Breeze,http://accelerationinc.com/?page_id=459,1230 Crane Cove Blvd,Gulf Breeze,FL,(850) 512-3325
1965,CrossFit 702,http://www.cf702.com,"7520 West Washington Ave
#180",Las Vegas,NV,(702) 498-4232
1966,CrossFit AMRAP,http://www.crossfitamrap.com,9172 Trinity Drive,Lake in the Hills,IL,(630) 768-4302
1967,CrossFit Antwerpen,http://www.crossfitantwerpen.be/,Lamorinièrestraat 161,Antwerpen,Flanders,32476788265
1968,CrossFit Station,http://www.crossfitstar.com,"1396 East Iron Eagle Dr., Suite 100",Eagle,ID,(208) 631-3410
1969,CrossFit Insanity,http://www.crossfitinsanity.com,"17875 Sky Park Circle, Ste A and B",Irvine,CA,(714) 234-0283
1970,CrossFit Loaded,http://www.crossfitloaded.com,42/14 Farrow CCT,Seaford Rise,SA,(040) 408-1921
1971,Amity CrossFit,http://www.AmityCrossFit.com,3516 El Camino Real,Palo Alto,CA,(650) 704-8712
1972,CrossFit 541,http://www.crossfit541.com,63076 NE 18th St #130,Bend,OR,(509) 637-0406
1973,CrossFit Tustin,http://www.crossfittustin.com/,660 S. B St. Suite D,Tustin,CA,(310) 753-5824
1974,Crossfit Waterford,http://www.crossfitwaterford.com/,"Unit 2 Carick Pherish Business Park, Northern Industrial Estate, Cleaboy Road",Waterford,Munster,00353 852119780
1975,CrossFit Medellin,http://www.crossfitbogota.com,Calle 93B No. 9-91,Bogota,N/A,(311) 462-2612
1976,East Ormond Beach Crossfit,http://Eobcrossfit.com,125-G E Granada Blvd,Ormond Beach,FL,(386) 299-3048
1977,CrossFit Chaparral,http://www.crossfitchaparral.com,6451 E. Shea Blvd,Scottsdale,AZ,(480) 206-2351
1978,Port City CrossFit,http://www.portcitycrossfit.com/,1012 Princess Street,Wilmington,NC,(765) 490-4167
1979,CrossFit Cameron Park,http://www.crossfitcameronpark.com/,3837 Quest Court #4,Cameron Park,CA,(530) 748-9546
1980,CrossFit Distinction,http://www.crossfitdistinction.com,23500 Mercantile Rd STE K,Beachwood,OH,(650) 455-8866
1981,CrossFit VisOne,http://www.crossfitvisone.com,7326 Cherry Vale Mall Dr. Set. B,Cherry Valley,IL,(815) 520-6656
1982,CrossFit BucksMont,,515 Bethlehem Pike,Colmar,PA,(267) 421-8585
1983,Prairie CrossFit,http://prairiecrossfit.com,1B - 45 Trottier Bay,Winnipeg,MB,(204) 619-2884
1984,CrossFit Zen,http://www.crossfitzen.org/,3000 Flournoy Road,Manhattan Beach,CA,(424) 261-2936
1985,CrossFit North Marin,http://www.crossfitnorthmarin.com,1557 South Novato Blvd,Novato,CA,(415) 218-1213
1986,CrossFit Riviera,http://www.crossfitriviera.ch/,"Chemin du Pré-Neuf 121
Zóne Industrielle Villeneuve,",Vevey,Villeneuve,41797754946
1987,CrossFit Rampage,http://crossfitrampage.com/,1105A West College Street,Murfreesboro,TN,(931) 797-3774
1988,CrossFit DTW,http://www.crossfitdtw.com/,"511 W. 29th Street, Suite C",Pueblo,CO,(719) 544-0199
1989,CrossFit Untamed,http://crossfituntamed.com/,4510 NE 68th Drive,Vancouver,WA,(360) 977-0768
1990,Bodyshop CrossFit West Kelowna,http://www.bodyshopcrossfit.com/,#340 1405 Stevens Road,West Kelowna,BC,(250) 868-6658
1991,CrossFit UAC South,http://crossfituacsouth.blogspot.com/,166 W 1200 South,Providence,UT,(435) 890-2777
1992,CrossFit Redemption,http://redemptionathletics.net,"16442 Gothard Street, #A",Huntington Beach,CA,(714) 483-9258
1993,CrossFit Exton,http://crossfitdowningtown.com,701 Haywood Drive,Exton,PA,(570) 350-3655
1994,Raleigh CrossFit,http://www.raleigh-crossfit.com/,15 N. West St,Raleigh,NC,(919) 229-4075
1995,Cary CrossFit,http://www.athleticlab.com/crossfit,951 Aviation Pkwy Suite 1000,Morrisville,NC,(919) 607-5000
1996,CrossFit Las Cruces,http://crossfitlascruces.blogspot.com,961 5th Street,Las Cruces,NM,(575) 635-7276
1997,CrossFit Eagle Rock,http://www.crossfiteaglerock.com,4662 Eagle Rock Blvd,Eagle Rock,CA,(714) 371-6309
1998,NorCal CrossFit Mountain View,http://www.cfnorcalmountainview.com,2584 Leghorn Street,Mountain View,CA,(408) 644-7000
1999,CrossFit Indy North,http://crossfitindynorth.com/,"15475 Endeavor Drive, Suite B",Noblesville,IN,(571) 251-7635
2000,CrossFit Bloomfield,http://www.crossfitbloomfield.com,799 Industrial Court,Bloomfield Hills,MI,(248) 805-1567
2001,CrossFit Knights,http://www.crossfitknights.com,15 West Broad Street,Cookeville,TN,(931) 265-4955
2002,CrossFit Davidson,http://www.crossfitdavidson.net/,305 Depot Street,Davidson,NC,(704) 721-5555
2003,P3 CrossFit,http://www.p3crossfit.com/,5112 Ashbrook Dr Ste B,Houston,TX,(832) 314-6877
2004,CrossFit Kristiansand,http://www.crossfitkristiansand.no/,"Nye Tegleverksvei 9
4632 Kristiansand S",Kristiansand S,Vest Agder,+4741026865
2005,Horda CrossFit,http://www.hordacrossfit.com/,"Cdla. Albatros, calle Pinzon 102",Guayaquil,Guayas,59399653162
2006,Fitta Bodies CrossFit Kensington,http://www.fittabodies.com,103 Anzac Pde,Kensington,NSW,(041) 442-6950
2007,CrossFit Wilmette,http://www.crossfitwilmette.com/,515 Green Bay Road,Wilmette,IL,(847) 721-9194
2008,Southern Pines CrossFit,http://www.southernpinescrossfit.com,133 East New Hampshire Ave.,Southern Pines,NC,(910) 783-4315
2009,CrossFit CalCourts,http://crossfitcalcourts.com/index.php,518 W. Clark,Eureka,CA,(707) 445-5445
2010,CrossFit 101,http://crossfit101.com,279 East Brokaw Road,San Jose,CA,(408) 772-4508
2011,Dropping Plates CrossFit,http://www.droppingplatescrossfit.com/,1064 Old Route 66 S,St. Robert,MO,(573) 855-9109
2012,CrossFit FCH,http://www.crossfitfch.com,"13661 Jupiter Road, Suite 301B",Dallas,TX,(214) 770-8426
2013,CrossFit Vortex,http://www.crossfitvortex.com,"55 Winges Road, Unit 9",Vaughan,ON,(647) 967-0948
2014,CrossFit Tampa Bay,http://www.crossfittampabay.com/,7282 114th Avenue,Largo,FL,(727) 412-4391
2015,Riverview CrossFit,http://www.fitnesstruthtv.com/,7 Minnekahda Place,Chattanooga,TN,(305) 797-2238
2016,Grand River CrossFit,http://www.premiermartialarts-dunnville.ca,"205 Forest St. East
P.O. Box 193",Dunnville,ON,(905) 701-1117
2017,USP CrossFit,http://www.uspcrossfit.com/,2830 S. Park Rd.,Hallandale,FL,(305) 345-0457
2018,CrossFit Toms River,http://www.crossfittomsriver.com,34-38 Main Street,Toms River,NJ,(732) 278-3510
2019,CrossFit Auburndale,http://crossfit92.com/,202 North Park Street,Auburndale,FL,(863) 661-3428
2020,CrossFit Kona,http://www.crossfitkona.com/,74-555 Honokohau Street D-3,Kailua Kona,HI,(808) 936-0881
2021,CrossFit NoDa,http://www.crossfitnoda.com/,401 E 35th St,Charlotte,NC,(704) 408-6127
2022,CrossFit Summerville: The Anvil,http://www.crossfitsummerville.com/,"1668 Trolley Road, Suite 100",Summerville,SC,(843) 609-8013
2023,CrossFit Athletics,http://www.crossfitathletics.com,2713 Sarah Street,Pittsburgh,PA,(412) 337-6242
2024,CrossFit R-K-U,http://www.crossfitr-k-u.com/,"1510 North Zaragoza, Suite B7",El Paso,TX,(915) 383-8619
2025,JoCo CrossFit,http://www.jococrossfit.com/,171 Commerce Dr.,Franklin,IN,(317) 506-3911
2026,CrossFit Kyle,http://crossfitkyle.com/,23703 IH 35 Suite 104A,Kyle,TX,(512) 516-4819
2027,CrossFit LoHi,http://crossfitlohi.com/,2650 18th St.,Denver,CO,(303) 641-0995
2028,Midwest CrossFit,,15299 Stony Creek Way,Noblesville,IN,(317) 418-3957
2029,CrossFit 906,http://crossfit906.com/,144 Greenwood Street,Ishpeming,MI,(906) 486-4879
2030,Imperial CrossFit,http://www.imperialcrossfit.com/,702 West Meeker Street,Kent,WA,(206) 234-8076
2031,CrossFit Fortress,,13954 SW 8th Street,Miami,FL,
2032,CrossFit Bundaberg,http://crossfitbundaberg.com.au/,15 Collins Street,Bundaberg,QLD,(041) 472-3614
2033,CrossFit Northpoint,http://crossfitnorthchicago.com/,940 S Northpoint Blvd,Waukegan,IL,(847) 691-5618
2034,CrossFit Vineland,http://vinelandcrossfit.com/,"3722 East Landis Avenue, Suite B",Vineland,NJ,(609) 381-9039
2035,Source CrossFit,http://www.sourcecrossfit.com/,1826 S. Coast Hwy,Oceanside,CA,(760) 536-8846
2036,Sandia CrossFit,http://sandiacrossfit.com/,1770 7th St NW,Albuquerque,NM,(505) 227-7001
2037,Jersey Devil CrossFit,,115 Pine Rd,Hammonton,NJ,(609) 839-0975
2038,Crossfit Boynton Beach,http://www.crossfitboyntonbeach.com/,"975 Gateway Blvd., #109",Boynton Beach,FL,(561) 702-4844
2039,Humboldt CrossFit,http://humboldtcrossfit.com/,1725 Tomlinson Street,Eureka,CA,(707) 601-6906
2040,CrossFit 718,http://718CrossFit.com,712 5th Avenue,Brooklyn,NY,(646) 402-1605
2041,CrossFit FMS,http://www.crossfitfms.com/,1000 N. Midkiff Space #4A,Midland,TX,(432) 553-7054
2042,CrossFit Cumbaya,http://www.crossfitcumbaya.com/,Av. Interoceanica,Cumbaya,Pichincha,(593)98565976
2043,CrossFit Forgeria,http://www.forgeria.it/,Via Tucidide 56,Milan,Lombardy,+393932017676
2044,CrossFit Ascend,http://www.crossfitascend.com,301 West Bloomfield Street,Rome,NY,(315) 942-2693
2045,Pee Dee CrossFit,http://peedeecrossfit.com,111 Technology Pl.,Florence,SC,(843) 673-0502
2046,CrossFit Rushville,http://www.crossfitrushville.com,208 N. Congress,Rushville,IL,(217) 725-6823
2047,CrossFit Craic,http://www.crossfitcraic.com,359 Washington Street,Dedham,MA,(617) 817-7447
2048,Mad City CrossFit,http://www.madcitycrossfit.com,975 Industrial Drive,Madison,IN,(812) 599-9474
2049,CrossFit Epidemic,http://www.crossfitepidemic.com/,4269 SW High Meadows Ave,Palm City,FL,(863) 528-8018
2050,Newberg CrossFit Rebuilt,http://www.newbergcrossfit.com/,2401 E. Hancock St.,Newberg,OR,(503) 899-7963
2051,CrossFit Iconz,http://Www.Crossfiticonz.com,2073 West Side Court Suite A,Snellville,GA,(678) 758-6833
2052,CrossFit Reebok Back Bay,http://www.crossfitreebokbackbay.com/,"31 Saint James Avenue, Suite 190",Boston,MA,(617) 293-4718
2053,CrossFit Motivate,http://crossfitmotivate.com/,137 4800 104th Avenue SE,Calgary,AB,(403) 995-0655
2054,CrossFit Naples,http://www.thecrossfitnaples.com/,"4110 Enterprise Ave, Ste 106",Naples,FL,(239) 784-4981
2055,Rebirth CrossFit,http://fitnessrebirth.wordpress.com/,"24738 Street, Rd 54",Lutz,FL,(352) 206-0454
2056,CrossFit 4:13,http://crossfit413.com,10818 Old Highway 71 South,Fort Smith,AR,(479) 264-5590
2057,Cheetah CrossFit,http://www.cheetahcrossfit.com/,1934 W North Ave,Chicago,IL,(630) 441-8869
2058,CrossFit Excellence,http://www.crossfitexcellence.com,333 2nd Street,Lake Oswego,OR,(503) 550-9665
2059,CrossFit Morristown,http://www.crossfitmorristown.com,42 Bank Street,Morristown,NJ,(201) 916-9130
2060,NorCo CrossFit,http://www.norcocrossfit.com/,"7352 Greenridge Rd, unit A11",Windsor,CO,(210) 385-9967
2061,Strongpoint CrossFit,http://www.strongpointcrossfit.co,11497 Columbia Parkway Drive West,Jacksonville,FL,(951) 206-0228
2062,CrossFit CrownTown,http://crossfitcrowntown.wordpress.com/,"1950 Compton Ave
Unit 109",Corona,CA,(951) 533-4616
2063,CrossFit Wild,http://www.crossfitsoleburyclub.com,2535 Durham Road,Buckingham,PA,(215) 840-4445
2064,CrossFit Hot Springs,http://www.crossfithotsprings.com/,520 Skyline Drive,Hot Springs,AR,(501) 609-6668
2065,Classic City CrossFit,http://georgiastrength.com/,"1911 West Broad Street, Suite B",Athens,GA,(706) 372-5464
2066,CrossFit Templar,http://www.crossfitnorthstar.com/,14791 Energy Way,Apple Valley,MN,(612) 272-2149
2067,CrossFit 98110,http://www.crossfit98110.com,"937 Hildebrand Lane, Ste 102",Bainbridge Island,WA,(206) 240-8857
2068,CrossFit Mount Laurel,http://www.crossfitmtl.com,"113 Gaither Drive
Suite 204",Mount Laurel,NJ,(856) 905-9863
2069,Trinity CrossFit,http://www.trinitycrossfit.com,600 Keystone Ct,Pelham,AL,(205) 663-0091
2070,CrossFit Geo,http://crossfitgeo.com.au/,22/33-37 College Street,Gladesville,NSW,(048) 858-8252
2071,CrossFit Route 1,http://crossfitroute1.com,184 Broadway,Saugus,MA,(978) 828-2638
2072,CrossFit Iron Will,http://www.crossfitironwill.com,"100 Verge S, Unit B",Springfield,MA,(860) 204-7132
2073,Brick CrossFit,http://www.brickcrossfit.com/index.html,7811 Santa Monica Blvd,West Hollywood,CA,(954) 629-6769
2074,Silver Mtn. CrossFit,http://www.velocitypps.com/Velocity/Crossfit_Page/Crossfit_Page.html,875 Iron Horse Drive,Park City,UT,(435) 640-0705
2075,CrossFit Stumptown,http://www.crossfitstumptown.com/,535 NE 28th Avenue,Portland,OR,(503) 919-8952
2076,CrossFit New Albany,http://www.crossfitnewalbany.com/,5775 Zarley St. Suite C,New Albany,OH,(614) 893-9014
2077,Optio CrossFit,http://www.optiocrossfit.com/,235 Hannah Road,Daleville,AL,(254) 462-2572
2078,Guerrilla CrossFit,http://www.fortwaynestrengthandconditioning.com,158 East Collins Road,Fort Wayne,IN,(260) 483-1936
2079,CrossFit Nanaimo,http://www.nanaimocrossfit.ca/,#3-2330 McCullough Rd.,Nanaimo,BC,(250) 686-6502
2080,CrossFit DXB,,Sheikh Zayed Road,Dubai,Dubai,971506403556
2081,CrossFit Noreaster,http://www.crossfit-noreaster.com/,221 Newfield Avenue,Hartford,CT,(860) 675-4388
2082,Basin CrossFit,http://www.BasinCrossFit.com,"4200 W. Illinois, #401",Midland,TX,(432) 599-1415
2083,CrossFit Apollo,http://www.CrossFitApollo.com,"6535 North Buffalo Drive,
Suite 160",Las Vegas,NV,(702) 286-9762
2084,CrossFit City,http://crossfitcity.se/,Gästrikegatan 11,Stockholm,Stockholm,+4631766283801
2085,CrossFit Arise,http://www.crossfitarise.com,7836 Bell Road,Windsor,CA,(707) 494-6884
2086,CrossFit MF,http://www.crossfitmf.com,429 Warren Ave. Unit 3,Portland,ME,(207) 807-7065
2087,CrossFit Metro-East,http://www.asapt.org/crossfitmetroeast.html,357 MARKETPLACE DR.,FREEBURG,IL,(618) 975-2324
2088,CrossFit 1836,http://www.CrossFit1836.com,1701 Northpark Drive Suite 13,Kingwood,TX,(281) 734-4038
2089,CrossFit Legitimus,http://www.crossfitlegitimus.com/,130 Dowd Ave,Canton,CT,(860) 983-7005
2090,CrossFit Sebring,http://www.CrossFitSebring.com,916 Persimmon Ave.,Sebring,FL,(863) 382-0505
2091,CrossFit Örebro AB,http://www.crossfitorebro.com,Hjälmarvägen 65,Orebro,,+46709288136
2092,CrossFit DSP,http://www.crossfitdsp.com,501 South 31st Street,Temple,TX,(254) 289-9224
2093,CrossFit Friendswood,http://www.crossfitfriendswood.com,"214 South Friendswood Drive, Ste. B",Friendswood,TX,(832) 341-8285
2094,CrossFit Covington,http://www.crossfitcovington.net/crossfit.html,632 Russell Street,Covington,KY,(704) 681-2741
2095,CrossFit Lynchburg,http://crossfitlynchburg.com/,302 Oakley Ave,Lynchburg,VA,(434) 384-7078
2096,CrossFit Ft Lauderdale,http://CrossFitFtLauderdale.com,525 NW 1 Avenue,Fort Lauderdale,FL,(954) 214-0676
2097,CrossFit Hillsdale,http://www.westsideakf.com/crossfit/what-is-crossfit/,1509 SW Sunset Blvd B-1,Portland,OR,(503) 432-7450
2098,Alpha CrossFit,http://www.alphacrossfit.net/,3546 Loop 337 2B,New Braunfels,TX,(830) 643-1811
2099,CrossFit H.A.,http://hybridathlete.org/crossfit,330 Hookstown Grade Road,Moon Township,PA,(412) 443-9714
2100,Easthampton CrossFit,http://easthamptoncrossfit.wordpress.com/,10 O'Neal St,Easthampton,MA,(413) 695-8532
2101,CrossFit Dixie,http://crossfitdixie.com,"88 E 1160 South
Bldg 2, Ste A",St. George,UT,(435) 313-2131
2102,South Tahoe CrossFit,http://www.southtahoecrossfit.com,Highway 50,South Lake Tahoe,CA,(530) 318-5016
2103,Crossfit Praha,http://www.crossfitpraha.com/,Malá Štěpánská 9,Prague,,(360) 391-1834
2104,CrossFit Newton,http://www.crossfitnewton.com,91B Felton Street,Waltham,MA,(617) 833-0340
2105,RiverTown CrossFit,http://www.rivertowncrossfit.com,1822 Brickford Avenue,Snohomish,WA,(360) 914-1063
2106,CrossFit Madrid,http://crossfitmadrid.es,c / Cabo Rufino Lázaro Nº 10-C,MAJADAHONDA,MADRID,+34676574386
2107,CrossFit Greensboro,http://www.crossfitgreensboro.com,901 E. Norwalk Avenue,Greensboro,NC,(336) 971-0089
2108,BattleBorn CrossFit,http://www.crossfitreno.blogspot.com,1335 Airmotive Way,Reno,NV,(775) 745-5144
2109,CrossFit Fairbanks,http://www.CrossFitFairbanks.com,"399 Old Richardson HWY, Suite C",Fairbanks,AK,(724) 422-5297
2110,Ranger CrossFit,http://www.ranger-crossfit.com,1509 & 1511 San Patricia Drive,Pharr,TX,(956) 346-0438
2111,CrossFit Nottingham,http://www.crossfitnottingham.co.uk/,"Unit 2G
Trent Park Industrial Estate
Little Tennis Street South",Nottingham,Nottinghamshire,+447812135011
2112,CrossFit 4551,http://www.crossfit4551.com.au/,"Shed 1, 31 Claude Boyd Parade
Sunshine Coast Industrial Park",Bells Creek,QLD,(041) 957-4808
2113,CrossFit Nine,http://www.crossfitnine.com,16130 Wood Red Road NE Suite 1,Woodinville,WA,(206) 861-5839
2114,CrossFit 530,http://crossfit530.com/,"865 Commerce Street, Unit 1",Redding,CA,(530) 941-9035
2115,UTC CrossFit,http://www.ultimatetrainingcenter.com,146 Via Trevizio,Corona,CA,(951) 961-8264
2116,CrossFit Alcamo,http://www.crossfitalcamo.com,corso dei mille 131,alcamo,Italy,(338) 176-1429
2117,CrossFit San Marcos,http://sanmarcos.sitesasrx.com/,3413 Hunter Rd. Suite G,San Marcos,TX,(512) 826-5613
2118,CrossFit Markham,http://www.crossfitmarkham.com,"44 Eakin Mill rd,",Markham,ON,(416) 888-2955
2119,Spartan CrossFit,http://www.spartancrossfit.net,"4150 Hunsacker, Suite D",East Lansing,MI,(517) 402-1927
2120,CrossFit Corona de Tucson,http://www.crossfitcoronadetucson.com/,654 S Willis Ray Ave,Vail,AZ,(928) 812-3544
2121,Caustic CrossFit,http://www.totalfitnesstrainingplus.com/crossfit.html,2315 Hwy 39 North,Meridian,MS,(601) 485-7152
2122,CrossFit E3,http://www.CrossFitE3.com,2372 East State Street,Eagle,ID,(208) 863-6945
2123,CrossFit Excite,http://www.crossfitexcite.com,1031 Granada Drive,Pacifica,CA,(415) 336-2091
2124,CrossFit 870,http://www.crossfit870.com,2101 Fowler Ave,Jonesboro,AR,(870) 273-9140
2125,CrossFit Gangnam,http://www.crossfitgn.com,"Nonhyun-dong, Gangnam-gu",Seoul,Seoul,82-11-240-6744
2126,CrossFit Focus,http://www.crossfitfocus.com,905 Parkway View Drive,Pittsburgh,PA,(614) 893-3703
2127,CrossFit Storm,http://Www.crossfitstorm.com,11936-11938 Miramar Parkway,Miramar,FL,(954) 494-5720
2128,CrossFit Interbay,http://Www.crossfitinterbay.com,4036 23rd Avenue,West Seattle,WA,(206) 399-5707
2129,CrossFit Aphesis,http://www.crossfitaphesis.com.au/,15/13 Swaffham Road,Minto,NSW,(041) 651-1723
2130,CrossFit Monument,http://www.crossfitmonument.com,16240 Old Denver Hwy,Monument,CO,(719) 244-0676
2131,CrossFit Bondi,http://www.crossfitbondi.com.au/,,Bondi,NSW,+61431917471
2132,CrossFit Uppsala,http://www.crossfituppsala.se,Bergsbrunnatagan 9,Uppsala,,+46739420016
2133,CrossFit SouthTown,http://www.crossfitsouthtown.com/,"517 West 100 North, Suite 107",Providence,UT,(435) 512-0844
2134,CrossFit Prosper,http://crossfitprosper.net,4765 A. Franchise St.,North Charleston,SC,(843) 276-8648
2135,CrossFit Collective,http://www.crossfit-collective.com/,1285 Manheim Pike,Lancaster,PA,(717) 669-3780
2136,StoneWay CrossFit,http://www.stonewaycrossfit.blogspot.com,2 Dravus St.,Seattle,WA,(206) 930-7169
2137,CrossFit Ad Alta,http://www.crossfitadalta.com,13024 SE 95th Way,Renton,WA,(206) 354-9759
2138,CrossFit Fysiken,http://crossfitfysiken.wordpress.com/,Kaserntorget 11,Gothenburg,Gothenburg,+46706106997
2139,Stone Oak CrossFit,http://www.stoneoakcrossfit.com/,"19141 Stone Oak Parkway, Suite 306",San Antonio,TX,(210) 875-9810
2140,CrossFit South Yarra,http://www.crossfitsouthyarra.com/,56 Porter Street,Prahran,VIC,+61422006177
